invoice,customer_id,product_id,invoice_date,quantity,amount,region
INV008487,C0410,P010,2025-01-26,1,3902,East
INV008488,C0131,P012,2024-03-23,17,73797,West
INV008489,C0063,P017,2023-10-25,5,17220,West
INV008490,C0158,P003,2023-06-24,9,43326,West
INV008491,C0260,P012,2024-10-04,8,34728,North
INV008492,C0129,P004,2024-05-30,20,46080,West
INV008493,C0089,P014,2024-12-26,7,26313,East
INV008494,C0352,P019,2023-03-26,6,20190,South
INV008495,C0070,P007,2024-08-13,8,27448,South
INV008496,C0063,P011,2025-03-15,19,42313,North
INV008497,C0008,P015,2023-08-05,4,10824,South
INV008498,C0339,P001,2025-01-05,10,46580,East
INV008499,C0486,P017,2025-03-10,9,30996,East
INV008500,C0215,P015,2023-03-14,16,43296,East
INV008501,C0425,P009,2025-01-21,4,12720,West
INV008502,C0333,P013,2023-01-08,13,32604,East
INV008503,C0162,P014,2024-08-26,18,67662,South
INV008504,C0296,P003,2024-02-16,4,19256,East
INV008505,C0190,P015,2024-05-18,13,35178,West
INV008506,C0385,P013,2025-04-16,12,30096,West
INV008507,C0369,P014,2024-02-15,13,48867,East
INV008508,C0247,P013,2024-07-29,2,5016,East
INV008509,C0065,P001,2024-11-18,17,79186,East
INV008510,C0436,P005,2024-03-22,19,49571,East
INV008511,C0169,P011,2023-03-14,6,13362,West
INV008512,C0187,P002,2024-08-09,10,15720,West
INV008513,C0271,P005,2024-07-25,19,49571,West
INV008514,C0074,P015,2023-11-03,12,32472,East
INV008515,C0073,P006,2024-03-17,1,4028,North
INV008516,C0352,P018,2024-12-09,12,25044,North
INV008517,C0213,P020,2024-09-01,6,23724,West
INV008518,C0402,P008,2024-03-18,17,52309,East
INV008519,C0018,P002,2025-03-30,13,20436,West
INV008520,C0072,P010,2025-05-31,14,54628,West
INV008521,C0104,P019,2023-09-09,2,6730,South
INV008522,C0410,P003,2023-09-11,9,43326,North
INV008523,C0100,P003,2024-12-14,18,86652,South
INV008524,C0291,P008,2025-04-20,8,24616,North
INV008525,C0460,P003,2023-04-25,4,19256,East
INV008526,C0343,P001,2023-12-29,13,60554,East
INV008527,C0257,P018,2023-12-18,11,22957,West
INV008528,C0164,P012,2024-12-14,5,21705,East
INV008529,C0183,P005,2024-02-07,19,49571,North
INV008530,C0176,P003,2023-07-17,9,43326,West
INV008531,C0312,P015,2023-12-21,9,24354,West
INV008532,C0363,P017,2023-11-21,7,24108,North
INV008533,C0480,P015,2025-06-19,19,51414,South
INV008534,C0333,P017,2024-12-30,15,51660,North
INV008535,C0337,P008,2023-12-24,11,33847,West
INV008536,C0490,P014,2024-03-18,20,75180,South
INV008537,C0337,P007,2024-12-30,18,61758,East
INV008538,C0364,P018,2024-11-11,14,29218,East
INV008539,C0035,P015,2023-05-25,18,48708,East
INV008540,C0484,P013,2024-12-10,2,5016,North
INV008541,C0308,P020,2023-04-24,19,75126,West
INV008542,C0067,P009,2024-09-09,14,44520,East
INV008543,C0325,P016,2024-12-21,14,31640,South
INV008544,C0304,P007,2025-03-31,13,44603,East
INV008545,C0071,P014,2025-05-30,17,63903,East
INV008546,C0429,P004,2024-08-27,16,36864,West
INV008547,C0098,P014,2024-08-01,16,60144,North
INV008548,C0047,P001,2024-11-01,5,23290,West
INV008549,C0417,P003,2025-02-16,20,96280,North
INV008550,C0348,P020,2025-05-26,11,43494,South
INV008551,C0429,P001,2024-07-06,7,32606,West
INV008552,C0082,P004,2023-05-08,5,11520,East
INV008553,C0327,P003,2023-02-12,19,91466,East
INV008554,C0461,P012,2023-06-25,13,56433,East
INV008555,C0418,P009,2024-12-06,14,44520,South
INV008556,C0078,P002,2024-02-05,4,6288,East
INV008557,C0218,P014,2024-10-09,7,26313,South
INV008558,C0309,P007,2023-02-07,12,41172,South
INV008559,C0148,P007,2024-01-28,5,17155,South
INV008560,C0166,P008,2023-04-04,18,55386,East
INV008561,C0008,P008,2024-10-20,2,6154,West
INV008562,C0161,P011,2025-02-13,20,44540,East
INV008563,C0034,P009,2023-03-04,6,19080,South
INV008564,C0453,P010,2023-11-01,17,66334,South
INV008565,C0386,P012,2024-05-14,2,8682,East
INV008566,C0189,P001,2023-08-06,20,93160,South
INV008567,C0483,P006,2023-02-25,17,68476,West
INV008568,C0013,P005,2023-10-04,9,23481,North
INV008569,C0155,P007,2023-01-25,3,10293,North
INV008570,C0240,P016,2024-11-16,4,9040,South
INV008571,C0121,P011,2023-05-13,8,17816,West
INV008572,C0244,P008,2024-03-22,16,49232,East
INV008573,C0176,P009,2024-02-12,15,47700,North
INV008574,C0225,P005,2024-01-01,15,39135,West
INV008575,C0485,P008,2023-11-25,11,33847,East
INV008576,C0286,P004,2024-04-24,10,23040,North
INV008577,C0093,P013,2024-03-14,14,35112,North
INV008578,C0174,P008,2023-08-11,19,58463,South
INV008579,C0311,P009,2024-04-18,6,19080,North
INV008580,C0427,P005,2023-12-21,3,7827,North
INV008581,C0479,P004,2023-09-18,7,16128,South
INV008582,C0326,P008,2023-02-21,19,58463,West
INV008583,C0081,P016,2025-05-25,20,45200,East
INV008584,C0259,P006,2025-04-11,10,40280,West
INV008585,C0243,P007,2024-12-22,7,24017,North
INV008586,C0426,P005,2025-06-04,20,52180,North
INV008587,C0114,P015,2024-12-06,4,10824,North
INV008588,C0076,P015,2024-09-05,12,32472,South
INV008589,C0291,P012,2024-04-18,11,47751,North
INV008590,C0486,P010,2023-03-28,6,23412,North
INV008591,C0216,P006,2023-02-04,6,24168,West
INV008592,C0439,P011,2023-04-01,20,44540,North
INV008593,C0002,P009,2023-07-14,9,28620,West
INV008594,C0129,P007,2023-10-01,13,44603,East
INV008595,C0129,P007,2025-02-05,6,20586,West
INV008596,C0302,P003,2023-05-31,9,43326,South
INV008597,C0354,P001,2024-04-19,2,9316,South
INV008598,C0085,P015,2025-01-05,13,35178,South
INV008599,C0164,P006,2024-06-04,15,60420,North
INV008600,C0434,P017,2024-07-12,15,51660,East
INV008601,C0343,P016,2023-02-27,4,9040,South
INV008602,C0097,P018,2023-08-12,12,25044,North
INV008603,C0008,P002,2023-02-14,19,29868,North
INV008604,C0341,P014,2024-10-11,7,26313,South
INV008605,C0176,P017,2024-10-22,14,48216,West
INV008606,C0478,P015,2023-10-18,11,29766,West
INV008607,C0190,P018,2023-05-04,14,29218,West
INV008608,C0085,P018,2024-04-18,10,20870,North
INV008609,C0124,P010,2025-04-02,9,35118,West
INV008610,C0327,P007,2023-07-08,8,27448,East
INV008611,C0420,P013,2024-10-26,12,30096,West
INV008612,C0439,P017,2025-04-22,10,34440,North
INV008613,C0172,P010,2025-01-22,14,54628,South
INV008614,C0171,P004,2023-11-17,15,34560,West
INV008615,C0105,P011,2025-04-17,3,6681,East
INV008616,C0056,P016,2024-08-05,13,29380,West
INV008617,C0184,P019,2024-08-16,12,40380,West
INV008618,C0168,P014,2023-02-12,1,3759,South
INV008619,C0362,P008,2025-01-31,15,46155,East
INV008620,C0079,P006,2025-05-13,19,76532,West
INV008621,C0378,P009,2023-09-20,17,54060,South
INV008622,C0046,P001,2023-06-13,19,88502,South
INV008623,C0498,P005,2023-04-05,11,28699,East
INV008624,C0174,P012,2024-08-24,16,69456,East
INV008625,C0430,P007,2024-10-18,15,51465,South
INV008626,C0118,P016,2024-02-28,13,29380,North
INV008627,C0140,P003,2023-05-28,10,48140,West
INV008628,C0158,P007,2023-07-09,2,6862,West
INV008629,C0024,P018,2023-08-14,3,6261,West
INV008630,C0080,P006,2024-07-26,19,76532,South
INV008631,C0063,P001,2025-03-08,20,93160,South
INV008632,C0186,P005,2024-11-18,10,26090,South
INV008633,C0311,P005,2024-09-13,6,15654,East
INV008634,C0017,P003,2024-08-04,10,48140,West
INV008635,C0460,P005,2023-09-24,18,46962,North
INV008636,C0236,P014,2025-04-09,19,71421,East
INV008637,C0102,P020,2024-07-12,2,7908,West
INV008638,C0276,P007,2025-02-08,10,34310,West
INV008639,C0207,P015,2023-01-25,20,54120,North
INV008640,C0487,P015,2023-06-09,17,46002,East
INV008641,C0156,P013,2024-02-06,14,35112,West
INV008642,C0312,P010,2023-08-16,18,70236,West
INV008643,C0476,P001,2024-10-10,19,88502,East
INV008644,C0108,P017,2024-06-01,14,48216,South
INV008645,C0450,P012,2024-06-26,1,4341,East
INV008646,C0172,P019,2023-12-09,6,20190,West
INV008647,C0085,P019,2025-03-22,16,53840,South
INV008648,C0194,P013,2025-02-07,19,47652,South
INV008649,C0108,P005,2024-04-03,11,28699,South
INV008650,C0250,P008,2025-01-05,10,30770,West
INV008651,C0472,P018,2024-12-29,20,41740,South
INV008652,C0243,P002,2024-04-23,9,14148,South
INV008653,C0099,P008,2024-10-15,9,27693,East
INV008654,C0449,P014,2024-02-12,14,52626,North
INV008655,C0024,P012,2023-11-02,4,17364,West
INV008656,C0045,P018,2024-01-23,2,4174,West
INV008657,C0087,P017,2024-01-31,18,61992,West
INV008658,C0483,P020,2023-10-06,6,23724,East
INV008659,C0310,P009,2025-02-11,1,3180,South
INV008660,C0349,P020,2023-03-27,12,47448,West
INV008661,C0319,P011,2025-03-30,14,31178,North
INV008662,C0118,P010,2023-02-18,9,35118,South
INV008663,C0357,P008,2024-07-11,4,12308,South
INV008664,C0279,P001,2024-02-09,4,18632,South
INV008665,C0138,P016,2024-08-22,14,31640,North
INV008666,C0412,P005,2024-05-20,7,18263,West
INV008667,C0309,P008,2024-07-18,20,61540,North
INV008668,C0047,P006,2025-03-29,6,24168,North
INV008669,C0040,P013,2023-04-09,7,17556,East
INV008670,C0093,P001,2024-10-04,1,4658,South
INV008671,C0124,P019,2024-01-08,4,13460,South
INV008672,C0111,P003,2023-09-06,7,33698,West
INV008673,C0327,P007,2023-10-26,3,10293,North
INV008674,C0304,P018,2023-03-23,6,12522,South
INV008675,C0249,P002,2023-09-08,6,9432,North
INV008676,C0282,P020,2024-05-10,14,55356,South
INV008677,C0018,P004,2024-09-29,6,13824,East
INV008678,C0310,P001,2023-04-11,8,37264,West
INV008679,C0249,P011,2024-08-12,13,28951,North
INV008680,C0004,P001,2024-11-02,4,18632,North
INV008681,C0488,P015,2025-06-08,13,35178,East
INV008682,C0432,P007,2023-10-29,6,20586,East
INV008683,C0272,P008,2023-08-12,9,27693,West
INV008684,C0059,P012,2023-11-17,3,13023,East
INV008685,C0369,P016,2024-03-21,10,22600,North
INV008686,C0059,P015,2025-01-02,2,5412,West
INV008687,C0006,P005,2023-05-25,16,41744,South
INV008688,C0464,P002,2023-02-24,9,14148,North
INV008689,C0320,P008,2023-01-10,17,52309,South
INV008690,C0145,P019,2023-07-03,4,13460,South
INV008691,C0086,P004,2024-11-13,13,29952,North
INV008692,C0013,P012,2025-06-10,20,86820,South
INV008693,C0092,P009,2024-07-13,3,9540,South
INV008694,C0072,P012,2024-12-29,6,26046,West
INV008695,C0197,P006,2023-06-01,12,48336,North
INV008696,C0453,P006,2023-08-14,3,12084,North
INV008697,C0051,P014,2024-07-31,15,56385,East
INV008698,C0372,P010,2024-06-25,6,23412,South
INV008699,C0086,P013,2024-11-26,16,40128,North
INV008700,C0052,P003,2024-04-01,13,62582,North
INV008701,C0058,P014,2025-03-24,15,56385,West
INV008702,C0378,P005,2023-01-08,20,52180,South
INV008703,C0164,P004,2023-07-13,11,25344,West
INV008704,C0448,P009,2024-03-18,6,19080,West
INV008705,C0120,P001,2023-06-25,6,27948,North
INV008706,C0315,P019,2023-03-27,10,33650,West
INV008707,C0352,P011,2024-10-18,7,15589,North
INV008708,C0145,P001,2025-03-21,12,55896,South
INV008709,C0040,P020,2023-10-15,17,67218,North
INV008710,C0032,P011,2024-04-03,1,2227,East
INV008711,C0408,P011,2024-06-24,1,2227,East
INV008712,C0257,P011,2024-07-14,6,13362,East
INV008713,C0212,P016,2023-03-05,15,33900,South
INV008714,C0401,P016,2023-09-14,17,38420,West
INV008715,C0232,P020,2023-02-20,16,63264,North
INV008716,C0287,P008,2024-10-28,1,3077,West
INV008717,C0202,P009,2025-04-30,10,31800,North
INV008718,C0174,P017,2023-11-26,8,27552,East
INV008719,C0368,P001,2024-05-24,3,13974,South
INV008720,C0227,P006,2024-10-18,15,60420,West
INV008721,C0125,P005,2023-07-11,18,46962,North
INV008722,C0061,P018,2023-05-14,8,16696,North
INV008723,C0185,P004,2025-02-08,3,6912,South
INV008724,C0033,P007,2023-01-29,9,30879,West
INV008725,C0459,P007,2024-06-30,13,44603,North
INV008726,C0038,P020,2023-02-10,20,79080,East
INV008727,C0016,P006,2023-02-12,10,40280,West
INV008728,C0162,P003,2024-11-21,3,14442,West
INV008729,C0327,P009,2025-04-01,16,50880,North
INV008730,C0369,P003,2023-02-20,15,72210,West
INV008731,C0140,P018,2025-04-11,12,25044,West
INV008732,C0291,P014,2024-07-23,17,63903,West
INV008733,C0488,P007,2023-06-17,3,10293,East
INV008734,C0425,P002,2025-01-25,15,23580,North
INV008735,C0158,P010,2024-12-02,18,70236,North
INV008736,C0482,P008,2024-11-04,18,55386,North
INV008737,C0296,P002,2023-04-13,4,6288,East
INV008738,C0421,P011,2024-05-26,14,31178,West
INV008739,C0238,P015,2023-03-14,14,37884,East
INV008740,C0067,P009,2024-02-13,19,60420,North
INV008741,C0050,P016,2024-08-04,2,4520,South
INV008742,C0405,P004,2024-03-08,15,34560,East
INV008743,C0170,P003,2025-06-09,16,77024,West
INV008744,C0389,P002,2023-06-06,5,7860,South
INV008745,C0285,P001,2024-12-21,9,41922,East
INV008746,C0491,P008,2024-04-07,10,30770,South
INV008747,C0226,P015,2023-11-27,5,13530,South
INV008748,C0374,P005,2024-09-24,2,5218,East
INV008749,C0326,P019,2024-06-28,6,20190,East
INV008750,C0269,P019,2024-04-30,18,60570,South
INV008751,C0185,P017,2023-06-28,16,55104,West
INV008752,C0491,P006,2024-09-14,20,80560,South
INV008753,C0111,P011,2024-12-01,16,35632,North
INV008754,C0084,P009,2025-04-15,1,3180,South
INV008755,C0295,P017,2024-11-12,13,44772,West
INV008756,C0101,P020,2023-11-12,17,67218,West
INV008757,C0147,P018,2023-09-30,10,20870,South
INV008758,C0347,P015,2024-08-22,8,21648,South
INV008759,C0164,P013,2023-05-15,12,30096,South
INV008760,C0309,P003,2025-01-20,18,86652,West
INV008761,C0339,P015,2023-06-20,13,35178,South
INV008762,C0243,P008,2025-06-06,11,33847,South
INV008763,C0426,P008,2023-01-04,10,30770,West
INV008764,C0323,P006,2025-05-22,2,8056,North
INV008765,C0211,P014,2023-09-09,7,26313,East
INV008766,C0400,P002,2023-09-26,4,6288,South
INV008767,C0048,P012,2024-12-07,13,56433,South
INV008768,C0131,P011,2025-06-13,6,13362,West
INV008769,C0109,P013,2025-03-29,6,15048,West
INV008770,C0094,P007,2024-01-09,7,24017,West
INV008771,C0017,P010,2023-09-30,9,35118,East
INV008772,C0186,P004,2023-07-28,10,23040,East
INV008773,C0447,P010,2023-03-28,5,19510,North
INV008774,C0054,P015,2023-09-29,11,29766,East
INV008775,C0151,P019,2024-05-04,11,37015,East
INV008776,C0086,P003,2024-06-28,18,86652,East
INV008777,C0092,P010,2023-09-01,13,50726,North
INV008778,C0461,P012,2023-06-15,3,13023,North
INV008779,C0063,P014,2025-02-09,9,33831,West
INV008780,C0329,P020,2023-09-15,6,23724,West
INV008781,C0148,P006,2024-09-02,19,76532,West
INV008782,C0089,P009,2025-01-15,15,47700,South
INV008783,C0166,P007,2024-09-25,20,68620,West
INV008784,C0192,P019,2024-01-04,4,13460,South
INV008785,C0438,P001,2024-04-20,2,9316,East
INV008786,C0415,P004,2024-01-13,9,20736,North
INV008787,C0409,P017,2025-05-27,8,27552,East
INV008788,C0246,P019,2024-12-04,6,20190,South
INV008789,C0025,P011,2025-04-12,15,33405,South
INV008790,C0134,P011,2023-03-20,7,15589,North
INV008791,C0371,P017,2023-05-24,3,10332,East
INV008792,C0208,P010,2025-01-30,8,31216,West
INV008793,C0274,P013,2023-11-12,6,15048,South
INV008794,C0382,P002,2023-10-03,3,4716,West
INV008795,C0007,P014,2025-01-24,14,52626,West
INV008796,C0059,P001,2025-04-08,13,60554,West
INV008797,C0125,P015,2024-09-13,10,27060,North
INV008798,C0452,P005,2024-06-15,3,7827,West
INV008799,C0307,P002,2023-12-13,13,20436,North
INV008800,C0218,P003,2024-03-24,9,43326,North
INV008801,C0180,P019,2023-04-15,1,3365,North
INV008802,C0462,P006,2023-01-03,11,44308,South
INV008803,C0373,P007,2024-03-01,3,10293,North
INV008804,C0001,P009,2023-07-11,2,6360,West
INV008805,C0085,P018,2024-07-08,20,41740,West
INV008806,C0405,P017,2024-10-16,8,27552,South
INV008807,C0058,P006,2024-07-21,2,8056,West
INV008808,C0455,P003,2025-02-04,9,43326,East
INV008809,C0073,P012,2025-05-20,2,8682,West
INV008810,C0317,P013,2024-09-24,13,32604,West
INV008811,C0259,P009,2023-02-03,6,19080,North
INV008812,C0332,P003,2023-03-28,10,48140,East
INV008813,C0430,P009,2023-09-21,5,15900,West
INV008814,C0008,P016,2025-05-12,8,18080,West
INV008815,C0087,P008,2024-03-09,18,55386,North
INV008816,C0368,P012,2024-01-13,19,82479,South
INV008817,C0266,P011,2024-12-26,20,44540,East
INV008818,C0234,P011,2024-12-15,16,35632,West
INV008819,C0110,P016,2024-05-30,20,45200,South
INV008820,C0304,P008,2023-12-15,1,3077,East
INV008821,C0256,P016,2024-04-25,19,42940,South
INV008822,C0200,P015,2023-01-17,14,37884,West
INV008823,C0160,P004,2024-01-13,2,4608,South
INV008824,C0310,P009,2023-04-16,18,57240,East
INV008825,C0003,P009,2024-08-06,8,25440,North
INV008826,C0500,P008,2025-04-07,11,33847,West
INV008827,C0380,P001,2024-06-27,5,23290,East
INV008828,C0393,P018,2024-09-25,14,29218,West
INV008829,C0218,P001,2024-03-05,20,93160,South
INV008830,C0183,P010,2024-02-07,15,58530,North
INV008831,C0465,P016,2025-05-15,11,24860,North
INV008832,C0409,P006,2023-02-28,3,12084,North
INV008833,C0257,P010,2024-02-03,5,19510,South
INV008834,C0340,P005,2023-11-15,13,33917,East
INV008835,C0469,P004,2023-01-24,17,39168,South
INV008836,C0438,P009,2024-08-19,12,38160,East
INV008837,C0032,P017,2025-03-16,12,41328,South
INV008838,C0165,P013,2023-09-04,12,30096,East
INV008839,C0081,P009,2024-04-26,8,25440,West
INV008840,C0392,P019,2023-02-08,11,37015,West
INV008841,C0371,P014,2025-03-03,12,45108,East
INV008842,C0235,P008,2025-06-15,16,49232,East
INV008843,C0287,P012,2023-12-05,5,21705,North
INV008844,C0088,P006,2025-04-17,11,44308,East
INV008845,C0215,P015,2025-05-15,19,51414,North
INV008846,C0043,P016,2025-03-02,11,24860,South
INV008847,C0437,P006,2024-08-26,16,64448,South
INV008848,C0319,P009,2024-12-03,19,60420,West
INV008849,C0168,P006,2025-03-16,7,28196,West
INV008850,C0255,P009,2024-07-31,19,60420,North
INV008851,C0073,P002,2024-11-11,8,12576,East
INV008852,C0138,P002,2023-01-01,15,23580,North
INV008853,C0287,P009,2023-12-17,3,9540,North
INV008854,C0482,P005,2023-05-27,10,26090,West
INV008855,C0289,P011,2023-11-24,16,35632,South
INV008856,C0429,P018,2023-03-12,11,22957,South
INV008857,C0346,P020,2024-01-20,16,63264,South
INV008858,C0171,P006,2023-10-19,20,80560,West
INV008859,C0037,P010,2025-01-10,5,19510,West
INV008860,C0383,P006,2023-10-05,1,4028,North
INV008861,C0262,P012,2023-01-23,5,21705,West
INV008862,C0405,P008,2023-09-27,7,21539,West
INV008863,C0040,P003,2024-09-05,17,81838,West
INV008864,C0270,P016,2024-04-04,7,15820,South
INV008865,C0267,P006,2023-12-24,13,52364,South
INV008866,C0338,P007,2023-02-12,17,58327,East
INV008867,C0053,P020,2024-05-07,3,11862,North
INV008868,C0412,P013,2023-09-09,2,5016,South
INV008869,C0425,P008,2024-05-31,2,6154,East
INV008870,C0150,P010,2024-06-25,3,11706,East
INV008871,C0128,P014,2023-02-25,14,52626,South
INV008872,C0347,P001,2023-07-23,20,93160,North
INV008873,C0114,P016,2024-07-07,18,40680,North
INV008874,C0375,P006,2023-02-02,3,12084,South
INV008875,C0477,P014,2025-01-12,16,60144,West
INV008876,C0256,P015,2024-04-10,15,40590,South
INV008877,C0437,P014,2025-02-22,11,41349,West
INV008878,C0194,P010,2023-12-23,12,46824,East
INV008879,C0170,P020,2023-08-02,2,7908,East
INV008880,C0461,P017,2024-09-20,4,13776,East
INV008881,C0413,P009,2024-01-02,7,22260,North
INV008882,C0056,P002,2024-01-26,5,7860,South
INV008883,C0294,P011,2023-07-30,12,26724,South
INV008884,C0422,P002,2024-09-25,18,28296,South
INV008885,C0099,P008,2024-10-30,7,21539,North
INV008886,C0106,P012,2023-11-15,3,13023,East
INV008887,C0173,P001,2023-01-24,15,69870,South
INV008888,C0193,P009,2024-03-18,1,3180,South
INV008889,C0410,P014,2024-01-30,1,3759,West
INV008890,C0145,P004,2024-10-09,11,25344,North
INV008891,C0383,P010,2025-04-14,10,39020,West
INV008892,C0224,P006,2024-03-06,4,16112,East
INV008893,C0288,P008,2024-11-07,9,27693,South
INV008894,C0233,P019,2023-09-13,15,50475,North
INV008895,C0090,P019,2023-02-24,10,33650,West
INV008896,C0291,P011,2023-06-22,16,35632,East
INV008897,C0086,P002,2023-08-23,6,9432,East
INV008898,C0260,P020,2024-04-09,7,27678,West
INV008899,C0394,P004,2024-01-19,6,13824,South
INV008900,C0275,P009,2025-02-23,17,54060,North
INV008901,C0303,P019,2025-04-30,10,33650,East
INV008902,C0488,P003,2024-11-25,13,62582,East
INV008903,C0320,P019,2025-02-06,3,10095,East
INV008904,C0161,P013,2023-11-02,10,25080,West
INV008905,C0129,P011,2023-09-01,5,11135,North
INV008906,C0016,P009,2024-01-15,3,9540,South
INV008907,C0156,P005,2024-01-20,17,44353,West
INV008908,C0276,P012,2023-09-19,11,47751,West
INV008909,C0456,P001,2024-05-29,3,13974,West
INV008910,C0391,P016,2024-12-04,20,45200,East
INV008911,C0392,P002,2024-12-02,4,6288,East
INV008912,C0193,P015,2025-02-05,2,5412,South
INV008913,C0217,P016,2025-02-15,5,11300,East
INV008914,C0463,P002,2024-05-30,5,7860,North
INV008915,C0030,P010,2024-04-17,3,11706,West
INV008916,C0461,P002,2023-09-05,16,25152,East
INV008917,C0359,P014,2024-11-20,2,7518,South
INV008918,C0055,P014,2023-08-15,4,15036,East
INV008919,C0007,P016,2024-09-24,19,42940,South
INV008920,C0411,P003,2023-10-02,13,62582,East
INV008921,C0247,P011,2024-05-14,6,13362,East
INV008922,C0148,P006,2024-12-29,17,68476,South
INV008923,C0446,P005,2025-02-11,18,46962,West
INV008924,C0251,P017,2023-04-03,11,37884,East
INV008925,C0349,P002,2024-02-05,14,22008,North
INV008926,C0178,P012,2023-04-23,15,65115,East
INV008927,C0187,P014,2023-03-24,14,52626,West
INV008928,C0213,P018,2023-11-05,19,39653,North
INV008929,C0290,P008,2025-02-03,14,43078,South
INV008930,C0199,P009,2024-10-16,14,44520,North
INV008931,C0175,P019,2023-11-18,12,40380,North
INV008932,C0357,P014,2025-06-03,4,15036,North
INV008933,C0113,P007,2023-12-09,19,65189,West
INV008934,C0097,P006,2023-09-25,5,20140,East
INV008935,C0477,P003,2023-06-02,17,81838,East
INV008936,C0203,P020,2023-03-10,13,51402,South
INV008937,C0042,P005,2024-08-04,14,36526,West
INV008938,C0433,P010,2025-05-09,18,70236,West
INV008939,C0297,P016,2023-11-08,18,40680,West
INV008940,C0293,P017,2024-02-23,20,68880,South
INV008941,C0044,P019,2023-08-18,14,47110,North
INV008942,C0178,P006,2024-10-04,16,64448,North
INV008943,C0134,P007,2024-08-07,13,44603,South
INV008944,C0093,P012,2025-01-19,19,82479,North
INV008945,C0217,P009,2023-08-29,5,15900,North
INV008946,C0482,P004,2024-05-09,5,11520,East
INV008947,C0208,P019,2023-04-24,1,3365,West
INV008948,C0200,P007,2025-02-10,4,13724,North
INV008949,C0293,P017,2023-09-07,14,48216,West
INV008950,C0350,P001,2024-01-07,17,79186,East
INV008951,C0116,P013,2024-03-06,1,2508,South
INV008952,C0089,P007,2024-02-28,1,3431,South
INV008953,C0179,P014,2023-07-31,16,60144,East
INV008954,C0252,P015,2024-02-05,12,32472,East
INV008955,C0086,P020,2023-11-13,17,67218,North
INV008956,C0001,P010,2025-05-08,1,3902,North
INV008957,C0112,P006,2023-07-28,16,64448,North
INV008958,C0112,P005,2025-02-24,10,26090,South
INV008959,C0364,P015,2025-06-04,10,27060,West
INV008960,C0106,P011,2024-11-30,5,11135,South
INV008961,C0403,P011,2023-03-24,14,31178,North
INV008962,C0286,P017,2023-01-14,5,17220,South
INV008963,C0428,P018,2024-12-04,1,2087,West
INV008964,C0439,P019,2024-06-01,11,37015,West
INV008965,C0495,P005,2024-07-29,3,7827,East
INV008966,C0103,P003,2023-04-07,4,19256,South
INV008967,C0258,P003,2024-05-11,15,72210,North
INV008968,C0415,P007,2024-03-10,13,44603,West
INV008969,C0202,P008,2024-10-28,13,40001,East
INV008970,C0246,P006,2023-03-17,17,68476,South
INV008971,C0082,P014,2024-08-18,11,41349,East
INV008972,C0173,P001,2023-07-25,7,32606,West
INV008973,C0313,P002,2024-11-14,6,9432,East
INV008974,C0016,P008,2024-01-05,16,49232,South
INV008975,C0177,P007,2024-11-06,4,13724,South
INV008976,C0080,P009,2023-05-10,11,34980,West
INV008977,C0488,P011,2024-04-07,14,31178,North
INV008978,C0299,P011,2025-04-12,2,4454,South
INV008979,C0028,P012,2024-05-28,13,56433,West
INV008980,C0285,P002,2025-03-19,15,23580,North
INV008981,C0065,P013,2023-06-05,11,27588,East
INV008982,C0435,P020,2025-03-25,10,39540,North
INV008983,C0257,P012,2025-03-29,6,26046,South
INV008984,C0260,P017,2023-01-05,6,20664,North
INV008985,C0168,P004,2024-08-24,9,20736,West
INV008986,C0227,P016,2023-10-02,14,31640,North
INV008987,C0126,P013,2024-02-23,3,7524,East
INV008988,C0226,P014,2023-05-21,12,45108,South
INV008989,C0491,P005,2023-04-22,13,33917,East
INV008990,C0337,P009,2024-11-13,19,60420,North
INV008991,C0456,P005,2023-11-09,19,49571,East
INV008992,C0298,P010,2024-11-18,7,27314,East
INV008993,C0380,P011,2024-05-06,15,33405,West
INV008994,C0443,P013,2025-01-09,3,7524,South
INV008995,C0471,P018,2025-05-14,18,37566,West
INV008996,C0176,P011,2025-03-06,1,2227,North
INV008997,C0363,P019,2024-12-15,3,10095,East
INV008998,C0305,P012,2025-02-01,13,56433,West
INV008999,C0264,P007,2023-08-02,5,17155,East
INV009000,C0492,P019,2024-01-28,7,23555,North
INV009001,C0473,P004,2025-03-09,19,43776,East
INV009002,C0045,P005,2023-02-01,15,39135,West
INV009003,C0197,P004,2025-03-04,18,41472,East
INV009004,C0344,P008,2023-02-05,14,43078,West
INV009005,C0274,P002,2023-05-20,15,23580,North
INV009006,C0343,P005,2025-05-28,1,2609,South
INV009007,C0475,P007,2024-07-16,18,61758,North
INV009008,C0484,P003,2023-01-12,6,28884,West
INV009009,C0203,P016,2023-08-14,14,31640,West
INV009010,C0084,P001,2024-10-24,7,32606,West
INV009011,C0115,P010,2024-05-30,9,35118,South
INV009012,C0459,P013,2024-03-06,12,30096,West
INV009013,C0001,P015,2024-08-16,4,10824,North
INV009014,C0178,P013,2024-05-17,11,27588,East
INV009015,C0430,P007,2024-02-22,19,65189,West
INV009016,C0245,P002,2023-09-24,11,17292,West
INV009017,C0420,P015,2024-09-07,7,18942,South
INV009018,C0039,P013,2025-01-13,9,22572,North
INV009019,C0303,P011,2024-03-11,9,20043,West
INV009020,C0383,P008,2025-02-12,2,6154,East
INV009021,C0265,P017,2024-06-30,14,48216,North
INV009022,C0030,P006,2023-08-06,11,44308,North
INV009023,C0070,P019,2024-03-08,6,20190,West
