customer_id,company,industry,city,country,customer_since,account_manager
C0350,Apollo Hospitals 350,Manufacturing,Hyderabad,India,2024-12-24,Neha Gupta
C0351,Tech Mahindra 351,IT,Hyderabad,India,2021-02-12,Amit Patel
C0352,Wipro 352,Manufacturing,Hyderabad,India,2024-11-13,Amit Patel
C0353,TCS 353,Banking,Ahmedabad,India,2021-08-05,Priya Shah
C0354,Apollo Hospitals 354,Manufacturing,Hyderabad,India,2023-12-10,Rahul Sharma
C0355,Apollo Hospitals 355,Healthcare,Delhi,India,2022-11-27,Priya Shah
C0356,Reliance Retail 356,Retail,Bengaluru,India,2023-11-12,Rahul Sharma
C0357,ICICI Bank 357,Manufacturing,Mumbai,India,2022-12-17,Amit Patel
C0358,Asian Paints 358,Retail,Mumbai,India,2021-07-30,Priya Shah
C0359,Tech Mahindra 359,Retail,Mumbai,India,2024-05-18,Priya Shah
C0360,Flipkart 360,IT,Mumbai,India,2024-07-10,Neha Gupta
C0361,HDFC Bank 361,Manufacturing,Ahmedabad,India,2024-04-01,Neha Gupta
C0362,Cipla 362,Manufacturing,Delhi,India,2024-07-25,Vivek Singh
C0363,Reliance Retail 363,Healthcare,Mumbai,India,2023-06-20,Rahul Sharma
C0364,HDFC Bank 364,Banking,Delhi,India,2022-09-13,Amit Patel
C0365,L&T 365,IT,Chennai,India,2023-11-06,Rahul Sharma
C0366,Tech Mahindra 366,Banking,Hyderabad,India,2021-03-19,Rahul Sharma
C0367,Reliance Retail 367,Healthcare,Bengaluru,India,2024-08-13,Rahul Sharma
C0368,L&T 368,Manufacturing,Pune,India,2023-02-27,Neha Gupta
C0369,L&T 369,Manufacturing,Ahmedabad,India,2021-03-26,Neha Gupta
C0370,Swiggy 370,Manufacturing,Delhi,India,2022-01-21,Amit Patel
C0371,L&T 371,Banking,Pune,India,2021-11-05,Rahul Sharma
C0372,HDFC Bank 372,IT,Ahmedabad,India,2022-12-05,Rahul Sharma
C0373,ICICI Bank 373,Retail,Bengaluru,India,2022-05-23,Neha Gupta
C0374,HDFC Bank 374,Manufacturing,Pune,India,2024-06-02,Priya Shah
C0375,Reliance Retail 375,Healthcare,Chennai,India,2023-03-05,Neha Gupta
C0376,Flipkart 376,Healthcare,Delhi,India,2024-05-09,Rahul Sharma
C0377,Flipkart 377,Healthcare,Bengaluru,India,2022-11-07,Rahul Sharma
C0378,ICICI Bank 378,Banking,Chennai,India,2022-06-01,Vivek Singh
C0379,Zomato 379,Retail,Chennai,India,2021-06-16,Vivek Singh
C0380,Cipla 380,Retail,Chennai,India,2022-09-28,Neha Gupta
C0381,Wipro 381,Manufacturing,Delhi,India,2021-06-23,Amit Patel
C0382,ICICI Bank 382,Banking,Delhi,India,2022-11-04,Priya Shah
C0383,Cipla 383,Manufacturing,Bengaluru,India,2024-08-16,Neha Gupta
C0384,ICICI Bank 384,Healthcare,Bengaluru,India,2023-01-13,Amit Patel
C0385,Wipro 385,Retail,Chennai,India,2023-09-23,Priya Shah
C0386,HCL 386,Retail,Mumbai,India,2021-06-08,Amit Patel
C0387,Zomato 387,IT,Pune,India,2024-01-11,Vivek Singh
C0388,Infosys 388,Healthcare,Ahmedabad,India,2024-06-19,Priya Shah
C0389,L&T 389,Banking,Mumbai,India,2021-11-29,Priya Shah
C0390,Zomato 390,Manufacturing,Ahmedabad,India,2021-12-06,Neha Gupta
C0391,Infosys 391,Banking,Chennai,India,2024-10-17,Priya Shah
C0392,HDFC Bank 392,Manufacturing,Chennai,India,2023-07-09,Priya Shah
C0393,ICICI Bank 393,Retail,Chennai,India,2023-08-19,Priya Shah
C0394,Reliance Retail 394,Manufacturing,Hyderabad,India,2023-08-04,Amit Patel
C0395,Flipkart 395,Banking,Pune,India,2023-12-17,Neha Gupta
C0396,Wipro 396,Retail,Ahmedabad,India,2024-05-23,Priya Shah
C0397,Zomato 397,Healthcare,Bengaluru,India,2024-08-06,Neha Gupta
C0398,Zomato 398,Healthcare,Pune,India,2021-07-30,Vivek Singh
C0399,Zomato 399,IT,Chennai,India,2021-06-21,Priya Shah
C0400,Tech Mahindra 400,Banking,Pune,India,2021-10-29,Neha Gupta
C0401,TCS 401,Retail,Ahmedabad,India,2023-07-13,Amit Patel
C0402,Swiggy 402,IT,Hyderabad,India,2021-04-20,Neha Gupta
C0403,ICICI Bank 403,Healthcare,Mumbai,India,2023-03-02,Rahul Sharma
C0404,Reliance Retail 404,Retail,Bengaluru,India,2022-10-15,Rahul Sharma
C0405,Zomato 405,Healthcare,Ahmedabad,India,2021-10-27,Priya Shah
C0406,Infosys 406,Healthcare,Ahmedabad,India,2023-08-26,Priya Shah
C0407,Flipkart 407,Banking,Hyderabad,India,2024-06-14,Rahul Sharma
C0408,Swiggy 408,IT,Bengaluru,India,2022-06-09,Priya Shah
C0409,Zomato 409,Retail,Pune,India,2025-01-29,Vivek Singh
C0410,ICICI Bank 410,Banking,Bengaluru,India,2022-08-14,Priya Shah
C0411,Tech Mahindra 411,IT,Bengaluru,India,2022-05-04,Neha Gupta
C0412,Cipla 412,Manufacturing,Hyderabad,India,2021-05-09,Rahul Sharma
C0413,Zomato 413,Banking,Pune,India,2024-01-03,Rahul Sharma
C0414,Cipla 414,Manufacturing,Pune,India,2022-05-11,Priya Shah
C0415,Tech Mahindra 415,Banking,Bengaluru,India,2024-06-13,Amit Patel
C0416,HCL 416,Manufacturing,Hyderabad,India,2022-01-19,Rahul Sharma
C0417,ICICI Bank 417,Healthcare,Bengaluru,India,2023-12-14,Vivek Singh
C0418,ICICI Bank 418,Manufacturing,Pune,India,2021-02-11,Neha Gupta
C0419,Zomato 419,Banking,Bengaluru,India,2024-07-25,Neha Gupta
C0420,Reliance Retail 420,Healthcare,Delhi,India,2021-02-03,Amit Patel
C0421,Flipkart 421,IT,Chennai,India,2022-05-09,Rahul Sharma
C0422,Flipkart 422,Manufacturing,Delhi,India,2022-11-12,Priya Shah
C0423,Infosys 423,Healthcare,Pune,India,2022-11-25,Priya Shah
C0424,Zomato 424,Banking,Delhi,India,2023-09-08,Priya Shah
C0425,Flipkart 425,Retail,Bengaluru,India,2025-01-06,Neha Gupta
C0426,Infosys 426,Healthcare,Mumbai,India,2021-03-31,Priya Shah
C0427,Swiggy 427,IT,Chennai,India,2022-09-28,Vivek Singh
C0428,Apollo Hospitals 428,Manufacturing,Hyderabad,India,2022-06-03,Rahul Sharma
C0429,Flipkart 429,Retail,Chennai,India,2023-01-02,Rahul Sharma
C0430,Zomato 430,Healthcare,Chennai,India,2021-09-12,Amit Patel
C0431,Apollo Hospitals 431,Banking,Delhi,India,2023-06-20,Neha Gupta
C0432,Reliance Retail 432,Retail,Hyderabad,India,2024-11-18,Neha Gupta
C0433,Reliance Retail 433,Manufacturing,Chennai,India,2021-06-19,Neha Gupta
C0434,TCS 434,Banking,Pune,India,2022-01-05,Vivek Singh
C0435,Tech Mahindra 435,Healthcare,Bengaluru,India,2021-06-13,Amit Patel
C0436,Cipla 436,Healthcare,Chennai,India,2023-07-03,Vivek Singh
C0437,Asian Paints 437,Banking,Mumbai,India,2024-11-13,Neha Gupta
C0438,Reliance Retail 438,Banking,Bengaluru,India,2025-01-28,Amit Patel
C0439,L&T 439,Banking,Chennai,India,2024-08-02,Rahul Sharma
C0440,TCS 440,Banking,Chennai,India,2023-11-17,Priya Shah
C0441,Infosys 441,Retail,Ahmedabad,India,2024-05-29,Neha Gupta
C0442,Infosys 442,Retail,Bengaluru,India,2022-04-29,Amit Patel
C0443,Reliance Retail 443,Banking,Pune,India,2021-03-08,Vivek Singh
C0444,Wipro 444,Banking,Chennai,India,2023-02-01,Neha Gupta
C0445,Flipkart 445,IT,Pune,India,2021-10-09,Vivek Singh
C0446,Reliance Retail 446,Banking,Chennai,India,2024-08-23,Amit Patel
C0447,HCL 447,IT,Bengaluru,India,2022-01-17,Neha Gupta
C0448,ICICI Bank 448,Banking,Pune,India,2021-08-30,Amit Patel
C0449,Flipkart 449,Healthcare,Delhi,India,2023-07-03,Priya Shah
C0450,L&T 450,Healthcare,Delhi,India,2023-10-03,Priya Shah
C0451,TCS 451,Retail,Ahmedabad,India,2021-06-01,Neha Gupta
C0452,Wipro 452,Banking,Bengaluru,India,2024-10-28,Amit Patel
C0453,Cipla 453,Healthcare,Delhi,India,2021-05-13,Vivek Singh
C0454,ICICI Bank 454,Healthcare,Chennai,India,2021-11-19,Priya Shah
C0455,Flipkart 455,Healthcare,Pune,India,2022-04-05,Rahul Sharma
C0456,HCL 456,Retail,Mumbai,India,2023-10-09,Rahul Sharma
C0457,Reliance Retail 457,Manufacturing,Pune,India,2023-01-26,Neha Gupta
C0458,Flipkart 458,Manufacturing,Mumbai,India,2024-06-07,Rahul Sharma
C0459,TCS 459,Healthcare,Hyderabad,India,2025-01-08,Neha Gupta
C0460,ICICI Bank 460,Banking,Ahmedabad,India,2023-04-19,Vivek Singh
C0461,TCS 461,Retail,Chennai,India,2024-08-08,Rahul Sharma
C0462,HDFC Bank 462,Banking,Delhi,India,2023-11-26,Amit Patel
C0463,Wipro 463,Manufacturing,Delhi,India,2024-04-18,Priya Shah
C0464,Flipkart 464,Retail,Hyderabad,India,2023-10-27,Rahul Sharma
C0465,Zomato 465,IT,Pune,India,2021-11-10,Amit Patel
C0466,Wipro 466,Retail,Chennai,India,2024-12-23,Priya Shah
C0467,Reliance Retail 467,Manufacturing,Chennai,India,2021-06-11,Amit Patel
C0468,HCL 468,Manufacturing,Chennai,India,2021-09-14,Amit Patel
C0469,L&T 469,Manufacturing,Bengaluru,India,2023-10-27,Priya Shah
C0470,L&T 470,Manufacturing,Mumbai,India,2021-12-17,Vivek Singh
C0471,Asian Paints 471,Manufacturing,Chennai,India,2024-02-29,Rahul Sharma
C0472,Zomato 472,IT,Bengaluru,India,2021-04-04,Vivek Singh
C0473,Tech Mahindra 473,Retail,Ahmedabad,India,2024-03-17,Neha Gupta
C0474,L&T 474,IT,Hyderabad,India,2024-07-08,Vivek Singh
C0475,Tech Mahindra 475,Healthcare,Hyderabad,India,2022-05-17,Neha Gupta
C0476,Tech Mahindra 476,Banking,Bengaluru,India,2024-11-11,Rahul Sharma
C0477,Wipro 477,Banking,Hyderabad,India,2023-09-19,Neha Gupta
C0478,HCL 478,Healthcare,Pune,India,2021-10-22,Amit Patel
C0479,Zomato 479,Healthcare,Delhi,India,2022-12-09,Neha Gupta
C0480,Wipro 480,Healthcare,Pune,India,2024-02-25,Rahul Sharma
C0481,Reliance Retail 481,Retail,Hyderabad,India,2021-09-08,Amit Patel
C0482,HDFC Bank 482,Retail,Mumbai,India,2021-07-18,Rahul Sharma
C0483,Tech Mahindra 483,Banking,Ahmedabad,India,2024-06-14,Neha Gupta
C0484,HCL 484,Retail,Ahmedabad,India,2022-11-02,Vivek Singh
C0485,Asian Paints 485,Healthcare,Mumbai,India,2021-11-23,Neha Gupta
C0486,ICICI Bank 486,Banking,Hyderabad,India,2022-09-24,Neha Gupta
C0487,Infosys 487,IT,Hyderabad,India,2023-11-02,Neha Gupta
C0488,HCL 488,Retail,Pune,India,2022-12-24,Rahul Sharma
C0489,Infosys 489,Healthcare,Hyderabad,India,2024-05-08,Neha Gupta
C0490,Tech Mahindra 490,Manufacturing,Bengaluru,India,2021-08-09,Neha Gupta
C0491,Wipro 491,Healthcare,Delhi,India,2023-01-20,Neha Gupta
C0492,Reliance Retail 492,IT,Hyderabad,India,2021-04-15,Vivek Singh
C0493,ICICI Bank 493,Retail,Chennai,India,2024-02-08,Amit Patel
C0494,TCS 494,Banking,Pune,India,2023-07-12,Vivek Singh
C0495,Tech Mahindra 495,Manufacturing,Delhi,India,2024-06-05,Rahul Sharma
C0496,Wipro 496,IT,Hyderabad,India,2023-02-04,Amit Patel
C0497,ICICI Bank 497,Healthcare,Ahmedabad,India,2021-10-23,Priya Shah
C0498,L&T 498,Manufacturing,Hyderabad,India,2023-10-22,Rahul Sharma
C0499,Infosys 499,IT,Mumbai,India,2025-01-01,Amit Patel
C0500,Flipkart 500,Banking,Pune,India,2023-07-25,Priya Shah
