ticket_id,customer_id,priority,status,created
T01253,C0021,Medium,Closed,2025-06-30
T01254,C0386,Low,Open,2025-02-04
T01255,C0288,Low,Open,2025-06-12
T01256,C0359,Medium,In Progress,2025-02-11
T01257,C0114,Low,Open,2025-04-06
T01258,C0340,Low,Open,2025-06-24
T01259,C0245,Low,Closed,2025-05-15
T01260,C0433,High,In Progress,2025-06-16
T01261,C0298,Low,Closed,2025-01-02
T01262,C0215,Low,Closed,2025-06-04
T01263,C0195,Low,In Progress,2025-04-03
T01264,C0443,High,Open,2025-06-13
T01265,C0322,High,Closed,2025-06-09
T01266,C0101,High,In Progress,2025-02-06
T01267,C0448,Medium,In Progress,2025-03-25
T01268,C0370,Low,Open,2025-05-12
T01269,C0170,Low,Closed,2025-03-07
T01270,C0091,High,In Progress,2025-06-19
T01271,C0128,Low,In Progress,2025-04-02
T01272,C0126,Low,Open,2025-03-02
T01273,C0003,Low,Closed,2025-04-15
T01274,C0273,Medium,Open,2025-03-03
T01275,C0200,Low,In Progress,2025-02-06
T01276,C0272,Low,Open,2025-06-28
T01277,C0289,Medium,In Progress,2025-02-19
T01278,C0130,Low,Open,2025-02-03
T01279,C0493,Low,Closed,2025-06-14
T01280,C0260,Low,Closed,2025-05-12
T01281,C0383,High,Open,2025-02-17
T01282,C0161,High,In Progress,2025-05-12
T01283,C0005,High,Closed,2025-06-01
T01284,C0066,Medium,Closed,2025-06-15
T01285,C0298,Low,In Progress,2025-03-10
T01286,C0491,Medium,In Progress,2025-03-14
T01287,C0204,Low,Closed,2025-03-08
T01288,C0274,Low,Open,2025-04-12
T01289,C0412,Low,Closed,2025-03-08
T01290,C0321,Low,Closed,2025-05-08
T01291,C0452,High,In Progress,2025-01-19
T01292,C0001,High,In Progress,2025-06-28
T01293,C0476,Low,Closed,2025-02-09
T01294,C0060,Low,Closed,2025-01-28
T01295,C0334,Medium,In Progress,2025-03-19
T01296,C0328,Low,Open,2025-05-24
T01297,C0393,Low,In Progress,2025-06-29
T01298,C0485,Low,Open,2025-02-19
T01299,C0059,Low,Open,2025-02-08
T01300,C0238,Medium,In Progress,2025-02-25
T01301,C0389,Medium,In Progress,2025-04-23
T01302,C0375,Medium,Open,2025-03-05
T01303,C0009,Medium,In Progress,2025-06-14
T01304,C0449,Medium,Open,2025-04-21
T01305,C0228,Low,Open,2025-01-02
T01306,C0058,Medium,Open,2025-03-12
T01307,C0016,High,In Progress,2025-02-06
T01308,C0085,Medium,Closed,2025-03-21
T01309,C0499,Low,Closed,2025-02-06
T01310,C0144,High,In Progress,2025-01-26
T01311,C0056,Low,Open,2025-05-26
T01312,C0101,High,Open,2025-05-23
T01313,C0262,Medium,Open,2025-05-24
T01314,C0290,Low,Closed,2025-06-23
T01315,C0396,Low,Open,2025-04-05
T01316,C0025,High,Closed,2025-06-12
T01317,C0265,Low,In Progress,2025-01-01
T01318,C0046,Medium,Open,2025-05-12
T01319,C0389,High,In Progress,2025-04-16
T01320,C0487,Low,In Progress,2025-03-14
T01321,C0176,Low,Open,2025-04-11
T01322,C0239,Medium,In Progress,2025-05-10
T01323,C0021,High,Open,2025-06-05
T01324,C0363,Medium,Open,2025-01-22
T01325,C0338,Medium,Open,2025-01-17
T01326,C0334,High,Open,2025-06-04
T01327,C0154,Low,In Progress,2025-02-09
T01328,C0406,Medium,Closed,2025-01-30
T01329,C0099,Medium,In Progress,2025-01-19
T01330,C0168,Medium,In Progress,2025-06-22
T01331,C0013,High,Closed,2025-03-28
T01332,C0072,Medium,In Progress,2025-03-31
T01333,C0148,Low,Open,2025-06-15
T01334,C0181,Medium,Open,2025-05-16
T01335,C0384,Medium,Closed,2025-02-22
T01336,C0466,Low,Open,2025-01-08
T01337,C0306,Low,Open,2025-06-16
T01338,C0159,High,In Progress,2025-01-14
T01339,C0124,Low,In Progress,2025-03-19
T01340,C0018,Medium,Closed,2025-05-08
T01341,C0149,High,Open,2025-04-09
T01342,C0316,Medium,Closed,2025-03-21
T01343,C0244,High,Closed,2025-01-19
T01344,C0287,High,Closed,2025-05-15
T01345,C0046,High,Open,2025-03-19
T01346,C0349,Low,In Progress,2025-05-05
T01347,C0243,Medium,In Progress,2025-01-28
T01348,C0353,Medium,Open,2025-04-13
T01349,C0355,High,Open,2025-01-12
T01350,C0334,Medium,In Progress,2025-01-07
T01351,C0251,Medium,Open,2025-05-05
T01352,C0132,Low,Open,2025-03-21
T01353,C0435,High,Open,2025-05-01
T01354,C0281,High,Closed,2025-01-05
T01355,C0155,Low,Closed,2025-06-12
T01356,C0147,Low,In Progress,2025-02-01
T01357,C0426,Medium,Open,2025-01-31
T01358,C0188,Medium,Open,2025-06-08
T01359,C0177,Low,Closed,2025-05-21
T01360,C0479,High,In Progress,2025-05-16
T01361,C0024,High,Open,2025-05-19
T01362,C0033,Low,Closed,2025-02-22
T01363,C0360,Low,Closed,2025-02-16
T01364,C0315,Medium,Open,2025-03-20
T01365,C0162,Low,In Progress,2025-01-06
T01366,C0043,Medium,In Progress,2025-03-16
T01367,C0069,High,In Progress,2025-01-14
T01368,C0237,High,Open,2025-04-15
T01369,C0438,Medium,Closed,2025-05-04
T01370,C0343,Medium,In Progress,2025-02-04
T01371,C0292,Low,Closed,2025-05-03
T01372,C0040,High,In Progress,2025-04-18
T01373,C0366,Low,Open,2025-02-26
T01374,C0428,Low,Closed,2025-01-16
T01375,C0277,Low,Open,2025-03-08
T01376,C0472,Low,Closed,2025-01-15
T01377,C0326,Medium,Open,2025-06-24
T01378,C0482,High,Closed,2025-01-09
T01379,C0182,High,In Progress,2025-04-11
T01380,C0394,High,Closed,2025-01-12
T01381,C0179,High,Open,2025-05-23
T01382,C0354,Medium,Closed,2025-01-06
T01383,C0218,Low,Closed,2025-04-26
T01384,C0480,Medium,In Progress,2025-04-27
T01385,C0167,Medium,Open,2025-06-30
T01386,C0260,Low,Open,2025-03-16
T01387,C0151,Medium,Open,2025-06-05
T01388,C0490,Low,In Progress,2025-06-07
T01389,C0363,High,Open,2025-03-13
T01390,C0116,Low,In Progress,2025-06-13
T01391,C0222,Medium,Closed,2025-01-05
T01392,C0143,High,In Progress,2025-05-10
T01393,C0128,Low,In Progress,2025-04-28
T01394,C0220,Medium,Open,2025-03-29
T01395,C0223,High,Closed,2025-04-20
T01396,C0209,Low,Closed,2025-03-10
T01397,C0347,Medium,Closed,2025-05-19
T01398,C0030,High,Closed,2025-03-14
T01399,C0224,Medium,Open,2025-06-20
T01400,C0434,High,Open,2025-04-08
T01401,C0359,Medium,Open,2025-04-08
T01402,C0480,Medium,Open,2025-01-18
T01403,C0434,Low,Open,2025-06-07
T01404,C0412,Medium,In Progress,2025-06-29
T01405,C0355,High,Closed,2025-05-04
T01406,C0125,Medium,Open,2025-04-19
T01407,C0348,Low,In Progress,2025-05-23
T01408,C0178,Medium,In Progress,2025-06-08
T01409,C0172,High,Closed,2025-02-15
T01410,C0312,Medium,Open,2025-01-06
T01411,C0014,Low,Open,2025-05-25
T01412,C0104,Low,Open,2025-04-13
T01413,C0228,High,In Progress,2025-04-12
T01414,C0258,High,Open,2025-03-27
T01415,C0379,Medium,Closed,2025-06-08
T01416,C0182,Medium,Open,2025-06-28
T01417,C0181,Medium,Closed,2025-05-28
T01418,C0040,High,Open,2025-03-29
T01419,C0127,High,In Progress,2025-02-25
T01420,C0145,High,In Progress,2025-06-16
T01421,C0218,High,Closed,2025-01-04
T01422,C0079,Low,Open,2025-04-11
T01423,C0285,High,Open,2025-04-27
T01424,C0343,Medium,In Progress,2025-06-16
T01425,C0093,Medium,In Progress,2025-03-05
T01426,C0090,Low,Open,2025-06-16
T01427,C0291,Low,Closed,2025-04-12
T01428,C0039,High,Open,2025-05-24
T01429,C0200,Medium,Open,2025-04-19
T01430,C0362,Medium,Open,2025-04-08
T01431,C0436,Low,Closed,2025-01-28
T01432,C0485,Low,In Progress,2025-01-19
T01433,C0189,Low,In Progress,2025-01-18
T01434,C0419,High,Closed,2025-03-21
T01435,C0048,Medium,Closed,2025-06-29
T01436,C0405,Low,Closed,2025-01-18
T01437,C0352,Medium,Open,2025-05-06
T01438,C0340,High,In Progress,2025-03-04
T01439,C0236,Low,Open,2025-02-09
T01440,C0161,Low,In Progress,2025-04-22
T01441,C0123,Medium,Open,2025-06-25
T01442,C0086,High,Closed,2025-04-17
T01443,C0130,Medium,In Progress,2025-04-08
T01444,C0243,High,In Progress,2025-06-21
T01445,C0107,High,Closed,2025-02-24
T01446,C0352,Low,Open,2025-06-24
T01447,C0107,Medium,Closed,2025-06-21
T01448,C0406,Medium,Closed,2025-02-22
T01449,C0114,Medium,Closed,2025-06-07
T01450,C0193,High,Closed,2025-02-01
T01451,C0415,Medium,Closed,2025-06-29
T01452,C0409,Low,In Progress,2025-06-09
T01453,C0474,High,Open,2025-03-08
T01454,C0468,Low,Closed,2025-01-05
T01455,C0273,Medium,In Progress,2025-05-05
T01456,C0371,Medium,In Progress,2025-04-01
T01457,C0149,Low,Open,2025-04-04
T01458,C0174,High,Closed,2025-05-01
T01459,C0361,High,Open,2025-04-02
T01460,C0317,Low,Closed,2025-04-07
T01461,C0059,Low,Closed,2025-03-30
T01462,C0291,Low,In Progress,2025-04-23
T01463,C0354,Low,In Progress,2025-05-10
T01464,C0358,High,Open,2025-06-16
T01465,C0216,High,Closed,2025-01-02
T01466,C0248,High,Closed,2025-04-26
T01467,C0111,Low,Open,2025-04-27
T01468,C0323,High,Closed,2025-03-18
T01469,C0489,Low,In Progress,2025-04-04
T01470,C0251,Low,Open,2025-02-19
T01471,C0273,High,Open,2025-05-14
T01472,C0395,Medium,In Progress,2025-06-28
T01473,C0116,Medium,Open,2025-01-12
T01474,C0034,Medium,Open,2025-03-09
T01475,C0470,High,Closed,2025-03-15
T01476,C0032,High,In Progress,2025-06-29
T01477,C0074,Medium,Open,2025-05-13
T01478,C0069,Low,In Progress,2025-04-28
T01479,C0239,Medium,Closed,2025-05-06
T01480,C0212,Low,Closed,2025-02-24
T01481,C0134,Medium,Open,2025-04-01
T01482,C0183,Medium,Closed,2025-03-08
T01483,C0252,High,Open,2025-05-21
T01484,C0034,High,In Progress,2025-01-22
T01485,C0077,High,Closed,2025-06-27
T01486,C0043,High,In Progress,2025-02-21
T01487,C0433,High,Closed,2025-06-21
T01488,C0357,Medium,Closed,2025-05-29
T01489,C0061,Medium,Closed,2025-01-22
T01490,C0091,High,In Progress,2025-04-08
T01491,C0246,Medium,In Progress,2025-05-06
T01492,C0465,Medium,Open,2025-03-09
T01493,C0473,Low,Open,2025-01-17
T01494,C0335,Medium,Closed,2025-04-09
T01495,C0354,High,Closed,2025-04-24
T01496,C0386,High,Open,2025-02-13
T01497,C0425,Medium,Open,2025-03-14
T01498,C0488,Medium,Open,2025-05-28
T01499,C0195,Medium,Closed,2025-02-16
T01500,C0344,High,In Progress,2025-03-06
T01501,C0328,High,In Progress,2025-04-29
T01502,C0443,Medium,Open,2025-01-18
T01503,C0006,Low,Closed,2025-06-16
T01504,C0425,Medium,Open,2025-02-03
T01505,C0317,Medium,Closed,2025-03-21
T01506,C0379,Medium,Open,2025-01-23
T01507,C0400,Medium,Closed,2025-02-04
T01508,C0217,Medium,Open,2025-01-01
T01509,C0449,High,In Progress,2025-06-08
T01510,C0245,Low,In Progress,2025-04-04
T01511,C0015,High,In Progress,2025-04-30
T01512,C0146,Low,Open,2025-06-04
T01513,C0057,Low,Closed,2025-01-09
T01514,C0030,High,Closed,2025-01-19
T01515,C0327,Medium,Closed,2025-03-15
T01516,C0031,Low,Closed,2025-06-03
T01517,C0444,Medium,Closed,2025-02-21
T01518,C0450,High,In Progress,2025-03-31
T01519,C0051,Medium,Open,2025-01-10
T01520,C0161,Low,Closed,2025-05-19
T01521,C0436,Low,In Progress,2025-02-03
T01522,C0432,Medium,Closed,2025-03-18
T01523,C0470,Medium,In Progress,2025-01-28
T01524,C0278,High,Closed,2025-05-19
T01525,C0475,High,Closed,2025-04-04
T01526,C0317,High,In Progress,2025-04-15
T01527,C0093,Medium,Closed,2025-06-25
T01528,C0343,Medium,Closed,2025-06-22
T01529,C0280,Medium,Open,2025-06-10
T01530,C0351,Low,In Progress,2025-05-20
T01531,C0253,Low,Closed,2025-01-12
T01532,C0310,Low,Open,2025-02-16
T01533,C0433,Low,In Progress,2025-06-10
T01534,C0438,Low,Closed,2025-01-22
T01535,C0169,High,Open,2025-06-17
T01536,C0400,Medium,In Progress,2025-03-25
T01537,C0266,Medium,Open,2025-04-08
T01538,C0162,Medium,In Progress,2025-04-04
T01539,C0129,Medium,Closed,2025-03-27
T01540,C0024,Medium,In Progress,2025-03-27
T01541,C0389,Low,In Progress,2025-04-13
T01542,C0225,Medium,Open,2025-01-13
T01543,C0318,Low,Closed,2025-01-01
T01544,C0025,Medium,Open,2025-05-26
T01545,C0329,Medium,Open,2025-02-06
T01546,C0132,Medium,In Progress,2025-01-01
T01547,C0113,High,In Progress,2025-05-16
T01548,C0383,Medium,Closed,2025-04-09
T01549,C0355,Medium,Open,2025-06-20
T01550,C0428,Medium,Closed,2025-02-02
T01551,C0199,Low,Closed,2025-01-30
T01552,C0166,Medium,In Progress,2025-06-30
T01553,C0449,Medium,Open,2025-03-16
T01554,C0226,High,Open,2025-01-09
T01555,C0195,High,Open,2025-06-20
T01556,C0151,Medium,Open,2025-02-22
T01557,C0334,High,Closed,2025-01-23
T01558,C0384,Low,In Progress,2025-04-01
T01559,C0236,Medium,In Progress,2025-06-12
T01560,C0490,Medium,Open,2025-03-15
T01561,C0163,Low,Open,2025-06-18
T01562,C0245,Low,Open,2025-01-27
T01563,C0003,Medium,In Progress,2025-02-15
T01564,C0457,Medium,Open,2025-05-30
T01565,C0282,High,Closed,2025-01-03
T01566,C0247,High,Open,2025-04-30
T01567,C0463,High,In Progress,2025-05-11
T01568,C0278,Low,Closed,2025-03-22
T01569,C0418,High,Closed,2025-03-20
T01570,C0263,Low,In Progress,2025-02-02
T01571,C0082,Medium,In Progress,2025-04-11
T01572,C0452,Medium,Closed,2025-02-16
T01573,C0113,Low,Closed,2025-02-16
T01574,C0153,Low,In Progress,2025-03-31
T01575,C0030,Low,In Progress,2025-05-13
T01576,C0124,High,Open,2025-05-19
T01577,C0172,Low,Open,2025-06-14
T01578,C0076,High,In Progress,2025-01-30
T01579,C0322,Low,Closed,2025-03-30
T01580,C0298,High,Closed,2025-06-05
T01581,C0409,Low,Closed,2025-01-28
T01582,C0340,Low,Closed,2025-01-30
T01583,C0365,Low,Closed,2025-02-27
T01584,C0266,Low,Closed,2025-01-23
T01585,C0376,Low,Closed,2025-05-02
T01586,C0323,Medium,Open,2025-04-02
T01587,C0482,High,Open,2025-05-25
T01588,C0140,High,Open,2025-01-26
T01589,C0400,Medium,In Progress,2025-06-16
T01590,C0210,Low,Open,2025-04-18
T01591,C0094,High,In Progress,2025-05-10
T01592,C0338,Low,Closed,2025-06-14
T01593,C0413,Low,Closed,2025-06-17
T01594,C0408,Low,Closed,2025-01-19
T01595,C0340,Medium,Closed,2025-04-29
T01596,C0386,Medium,In Progress,2025-02-15
T01597,C0384,Low,In Progress,2025-05-26
T01598,C0418,Medium,Closed,2025-03-13
T01599,C0329,Low,Open,2025-01-15
T01600,C0133,Medium,In Progress,2025-02-26
T01601,C0174,Low,Closed,2025-01-25
T01602,C0116,Low,In Progress,2025-05-26
T01603,C0274,Low,Closed,2025-02-05
T01604,C0163,Low,Open,2025-02-21
T01605,C0310,Medium,In Progress,2025-02-09
T01606,C0097,High,In Progress,2025-04-02
T01607,C0376,Low,Closed,2025-06-11
T01608,C0442,Low,Closed,2025-01-05
T01609,C0279,High,Closed,2025-03-17
T01610,C0256,Medium,Open,2025-03-16
T01611,C0095,Medium,Open,2025-01-07
T01612,C0243,High,Open,2025-01-07
T01613,C0046,Low,In Progress,2025-01-30
T01614,C0351,Low,Closed,2025-01-01
T01615,C0215,High,Closed,2025-03-14
T01616,C0097,High,In Progress,2025-04-15
T01617,C0286,Low,In Progress,2025-03-31
T01618,C0483,Low,Open,2025-02-08
T01619,C0342,Medium,Open,2025-02-20
T01620,C0309,Medium,Open,2025-03-27
T01621,C0313,Medium,Closed,2025-05-06
T01622,C0429,High,Open,2025-03-18
T01623,C0457,Medium,Closed,2025-06-06
T01624,C0374,Low,Open,2025-05-12
T01625,C0488,Medium,Open,2025-02-08
T01626,C0296,Medium,In Progress,2025-03-30
T01627,C0319,Medium,Closed,2025-04-04
T01628,C0150,Medium,Open,2025-04-07
T01629,C0378,Low,In Progress,2025-03-05
T01630,C0039,Low,Open,2025-01-03
T01631,C0095,High,Closed,2025-05-07
T01632,C0249,High,Open,2025-05-31
T01633,C0110,High,Closed,2025-06-22
T01634,C0157,Low,Closed,2025-05-24
T01635,C0441,Low,Closed,2025-01-05
T01636,C0364,High,In Progress,2025-05-14
T01637,C0487,Low,Open,2025-03-20
T01638,C0127,Medium,In Progress,2025-02-17
T01639,C0305,High,Open,2025-06-22
T01640,C0145,High,Closed,2025-02-17
T01641,C0219,Low,Closed,2025-04-10
T01642,C0051,Low,In Progress,2025-06-26
T01643,C0028,High,Open,2025-06-24
T01644,C0339,Medium,In Progress,2025-05-13
T01645,C0316,Medium,In Progress,2025-01-08
T01646,C0082,Low,In Progress,2025-01-02
T01647,C0289,High,In Progress,2025-02-21
T01648,C0494,Medium,Open,2025-04-22
T01649,C0282,Low,In Progress,2025-02-06
T01650,C0213,Medium,Open,2025-03-29
T01651,C0488,Low,Closed,2025-05-24
T01652,C0365,Low,In Progress,2025-05-06
T01653,C0047,High,Closed,2025-04-24
T01654,C0317,High,Open,2025-04-10
T01655,C0158,Medium,Closed,2025-05-14
T01656,C0354,Medium,Open,2025-01-27
T01657,C0350,Medium,In Progress,2025-06-01
T01658,C0049,High,Open,2025-04-09
T01659,C0343,Low,In Progress,2025-01-30
T01660,C0034,Low,In Progress,2025-05-11
T01661,C0301,High,Open,2025-03-29
T01662,C0347,Medium,Closed,2025-01-27
T01663,C0018,High,Open,2025-03-04
T01664,C0034,Low,In Progress,2025-03-24
T01665,C0326,High,In Progress,2025-04-17
T01666,C0049,High,Closed,2025-05-16
T01667,C0158,Low,Open,2025-01-03
T01668,C0499,High,Closed,2025-01-19
T01669,C0415,High,Open,2025-02-09
T01670,C0008,Low,Closed,2025-06-28
T01671,C0307,Low,Closed,2025-01-14
T01672,C0369,High,Open,2025-05-02
T01673,C0095,Low,Closed,2025-04-30
T01674,C0413,Medium,In Progress,2025-06-17
T01675,C0330,Low,In Progress,2025-01-29
T01676,C0371,High,Open,2025-06-13
T01677,C0365,Low,In Progress,2025-03-05
T01678,C0051,Medium,In Progress,2025-05-10
T01679,C0374,High,Closed,2025-04-18
T01680,C0500,Low,Closed,2025-02-08
T01681,C0490,High,Closed,2025-03-31
T01682,C0484,High,Open,2025-05-18
T01683,C0429,Medium,In Progress,2025-02-13
T01684,C0231,Low,Closed,2025-04-14
T01685,C0182,High,Open,2025-02-27
T01686,C0443,High,Closed,2025-01-21
T01687,C0381,High,Open,2025-03-02
T01688,C0102,Medium,In Progress,2025-05-16
T01689,C0009,Low,In Progress,2025-06-14
T01690,C0393,Medium,Closed,2025-05-04
T01691,C0394,High,Closed,2025-01-23
T01692,C0150,Medium,Closed,2025-06-30
T01693,C0421,Medium,In Progress,2025-05-25
T01694,C0365,Low,In Progress,2025-01-27
T01695,C0171,High,Closed,2025-03-12
T01696,C0057,High,Open,2025-02-21
T01697,C0078,Medium,Open,2025-02-02
T01698,C0382,High,Open,2025-02-10
T01699,C0366,Medium,In Progress,2025-02-09
T01700,C0153,High,Open,2025-01-27
T01701,C0320,Low,Closed,2025-02-11
T01702,C0351,Medium,Open,2025-02-07
T01703,C0209,Medium,Closed,2025-01-05
T01704,C0164,Medium,Open,2025-06-27
T01705,C0197,High,In Progress,2025-01-23
T01706,C0401,Low,Closed,2025-01-10
T01707,C0231,High,In Progress,2025-04-09
T01708,C0297,High,Open,2025-06-06
T01709,C0389,High,In Progress,2025-01-25
T01710,C0163,High,In Progress,2025-03-14
T01711,C0256,Medium,In Progress,2025-03-21
T01712,C0010,High,Open,2025-04-03
T01713,C0035,Low,Open,2025-04-27
T01714,C0427,Medium,Closed,2025-05-09
T01715,C0085,High,Open,2025-04-01
T01716,C0290,Low,Closed,2025-05-16
T01717,C0106,Medium,In Progress,2025-04-21
T01718,C0252,Low,In Progress,2025-02-21
T01719,C0132,Medium,Open,2025-06-20
T01720,C0438,Medium,In Progress,2025-05-19
T01721,C0367,Low,Open,2025-06-18
T01722,C0131,Medium,Open,2025-03-16
T01723,C0383,Medium,Closed,2025-04-03
T01724,C0125,High,In Progress,2025-04-09
T01725,C0174,Low,Closed,2025-01-27
T01726,C0058,Low,Closed,2025-03-16
T01727,C0122,High,Open,2025-01-04
T01728,C0010,High,In Progress,2025-05-02
T01729,C0347,Medium,In Progress,2025-03-21
T01730,C0369,Low,Closed,2025-01-10
T01731,C0225,Medium,Closed,2025-06-05
T01732,C0055,Low,Open,2025-02-27
T01733,C0228,Low,Open,2025-04-30
T01734,C0358,Low,Open,2025-04-09
T01735,C0489,Low,In Progress,2025-06-13
T01736,C0487,Medium,In Progress,2025-06-22
T01737,C0176,Medium,Closed,2025-03-18
T01738,C0479,Low,Open,2025-06-05
T01739,C0429,Medium,In Progress,2025-06-18
T01740,C0292,Medium,Closed,2025-06-24
T01741,C0357,Medium,Closed,2025-04-18
T01742,C0038,Low,Closed,2025-02-16
T01743,C0340,Medium,Open,2025-04-16
T01744,C0010,High,Open,2025-02-28
T01745,C0070,High,Closed,2025-05-08
T01746,C0106,Medium,Open,2025-01-13
T01747,C0387,Low,Open,2025-04-20
T01748,C0073,Medium,Closed,2025-02-04
T01749,C0077,Low,In Progress,2025-06-01
T01750,C0189,Medium,Closed,2025-01-10
T01751,C0347,Low,Closed,2025-05-04
T01752,C0492,Low,Open,2025-01-12
T01753,C0263,High,Open,2025-05-07
T01754,C0363,Low,In Progress,2025-03-30
T01755,C0325,Medium,Open,2025-05-16
T01756,C0175,High,In Progress,2025-03-07
T01757,C0018,Medium,In Progress,2025-06-26
T01758,C0453,Medium,Closed,2025-02-08
T01759,C0088,Medium,Open,2025-02-17
T01760,C0133,High,Open,2025-03-12
T01761,C0424,High,In Progress,2025-02-17
T01762,C0354,Medium,In Progress,2025-06-19
T01763,C0166,High,Closed,2025-06-18
T01764,C0245,High,Closed,2025-03-07
T01765,C0184,High,Open,2025-01-22
T01766,C0274,Low,Closed,2025-05-22
T01767,C0133,High,Open,2025-05-31
T01768,C0237,High,Open,2025-06-14
T01769,C0184,High,Closed,2025-02-12
T01770,C0467,Low,In Progress,2025-04-15
T01771,C0048,Medium,In Progress,2025-02-10
T01772,C0270,High,Open,2025-03-23
T01773,C0239,High,Open,2025-06-10
T01774,C0150,Medium,In Progress,2025-06-01
T01775,C0425,Medium,Closed,2025-04-15
T01776,C0102,Medium,Closed,2025-06-15
T01777,C0120,Medium,Open,2025-02-14
T01778,C0276,High,Open,2025-04-18
T01779,C0231,Medium,Open,2025-02-14
T01780,C0397,High,Closed,2025-06-21
T01781,C0206,High,Closed,2025-04-23
T01782,C0194,High,In Progress,2025-05-30
T01783,C0476,High,Open,2025-01-28
T01784,C0454,High,Open,2025-05-18
T01785,C0034,Medium,In Progress,2025-01-03
T01786,C0174,Medium,In Progress,2025-06-30
T01787,C0113,Low,Open,2025-05-24
T01788,C0178,Medium,Open,2025-03-02
T01789,C0232,Medium,Open,2025-04-29
T01790,C0429,Medium,In Progress,2025-06-17
T01791,C0076,High,Open,2025-05-20
T01792,C0227,High,Closed,2025-04-03
T01793,C0491,Low,Closed,2025-01-27
T01794,C0491,High,Open,2025-03-28
T01795,C0360,High,In Progress,2025-03-08
T01796,C0153,Medium,Open,2025-01-05
T01797,C0489,Low,Open,2025-01-28
T01798,C0386,Low,Open,2025-06-13
T01799,C0138,Medium,In Progress,2025-01-29
T01800,C0142,Medium,Open,2025-03-20
T01801,C0044,High,Open,2025-06-01
T01802,C0459,High,Closed,2025-06-01
T01803,C0265,Low,Open,2025-05-21
T01804,C0466,Low,Open,2025-02-15
T01805,C0348,Low,Closed,2025-03-10
T01806,C0439,Medium,Closed,2025-05-05
T01807,C0176,High,In Progress,2025-01-27
T01808,C0351,Low,Closed,2025-04-29
T01809,C0194,Medium,Closed,2025-04-14
T01810,C0369,Low,Open,2025-02-13
T01811,C0412,High,In Progress,2025-06-05
T01812,C0437,Low,Closed,2025-05-22
T01813,C0235,Low,In Progress,2025-02-21
T01814,C0033,Low,In Progress,2025-05-05
T01815,C0292,High,In Progress,2025-04-23
T01816,C0099,Low,Closed,2025-06-14
T01817,C0120,Low,In Progress,2025-01-10
T01818,C0392,High,In Progress,2025-06-27
T01819,C0044,Medium,Open,2025-01-04
T01820,C0306,Low,Closed,2025-01-23
T01821,C0108,High,Closed,2025-06-19
T01822,C0445,Medium,Open,2025-05-26
T01823,C0273,High,Open,2025-03-30
T01824,C0236,Medium,In Progress,2025-03-13
T01825,C0439,Medium,Closed,2025-01-01
T01826,C0270,High,Closed,2025-03-06
T01827,C0212,Medium,Open,2025-03-09
T01828,C0333,Low,Open,2025-01-18
T01829,C0474,Medium,Closed,2025-02-10
T01830,C0425,Medium,In Progress,2025-04-03
T01831,C0493,Low,Open,2025-01-28
T01832,C0143,High,Closed,2025-04-25
T01833,C0486,High,Open,2025-02-28
T01834,C0167,High,Closed,2025-04-05
T01835,C0315,Medium,Open,2025-01-23
T01836,C0126,High,Open,2025-01-20
T01837,C0196,High,In Progress,2025-01-10
T01838,C0119,High,Closed,2025-06-21
T01839,C0193,High,In Progress,2025-02-05
T01840,C0238,Medium,In Progress,2025-01-08
T01841,C0117,Medium,Closed,2025-02-20
T01842,C0277,Medium,Closed,2025-01-05
T01843,C0304,Low,In Progress,2025-01-04
T01844,C0420,High,In Progress,2025-05-27
T01845,C0053,High,Open,2025-02-09
T01846,C0249,High,In Progress,2025-01-16
T01847,C0169,High,Open,2025-06-18
T01848,C0216,Low,Open,2025-01-10
T01849,C0116,Low,Closed,2025-06-11
T01850,C0489,Medium,In Progress,2025-01-29
T01851,C0104,High,Closed,2025-01-15
T01852,C0320,High,Open,2025-03-27
T01853,C0214,Medium,In Progress,2025-04-09
T01854,C0032,Low,Open,2025-02-14
T01855,C0318,High,In Progress,2025-04-29
T01856,C0171,Medium,Open,2025-04-12
T01857,C0366,Low,In Progress,2025-06-01
T01858,C0269,Medium,Closed,2025-05-30
T01859,C0321,High,Closed,2025-05-04
T01860,C0095,Low,Closed,2025-04-12
T01861,C0367,Low,Open,2025-05-07
T01862,C0125,Low,In Progress,2025-02-27
T01863,C0347,High,Closed,2025-04-18
T01864,C0298,Low,In Progress,2025-01-16
T01865,C0068,High,In Progress,2025-03-26
T01866,C0275,Low,Open,2025-05-25
T01867,C0304,Medium,Closed,2025-05-02
T01868,C0016,Medium,In Progress,2025-02-12
T01869,C0477,Medium,In Progress,2025-05-06
T01870,C0133,High,Open,2025-05-22
T01871,C0356,Medium,Open,2025-02-27
T01872,C0474,High,Open,2025-01-02
T01873,C0409,High,In Progress,2025-02-03
T01874,C0494,High,In Progress,2025-01-16
T01875,C0063,High,Closed,2025-04-07
T01876,C0470,Medium,Open,2025-01-21
T01877,C0319,Low,Open,2025-01-01
T01878,C0122,Low,Closed,2025-06-03
T01879,C0291,Medium,In Progress,2025-02-24
T01880,C0025,Medium,Open,2025-06-27
T01881,C0397,High,In Progress,2025-03-23
T01882,C0018,Medium,Open,2025-05-10
T01883,C0417,Medium,Open,2025-04-02
T01884,C0106,Medium,Closed,2025-02-27
T01885,C0393,Medium,In Progress,2025-02-22
T01886,C0187,Low,Closed,2025-01-18
T01887,C0229,High,Open,2025-03-06
T01888,C0416,Medium,Closed,2025-03-03
